"site_year","Year.x","SiteID.x","State","County","Town","Zone","Crop","Date","cdd","cp","cdd2","cp2","Lat","Long","WDn","WLDn","TotDn","WSg","WLSg","Totsg","WRp","WlRp","TotRp","Wsa","Wlsa","TotSa","WMd","WlMd","TotMd","WRm","WlRm","TotRm","WMfc","MlMfc","TotMfc","Wse","WlSe","TotSe","WAm","WlAm","TotAm","Wri","WlRi","TotRi","TotAph.N","Nymph","TotAph","OThers","ring","Year.y","SiteID.y","variable","value"
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Developed.Open.Space",0.089823597
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Developed.Open.Space",0.068823582
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Developed.Open.Space",0.059467243
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Developed.Open.Space",0.071973757
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Developed.Open.Space",0.082341492
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Developed.Open.Space",0.106311785
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Developed.Open.Space",0.099756694
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Developed.Open.Space",0.059658907
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Evergreen.Forests",0.361055935
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Evergreen.Forests",0.383735809
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Evergreen.Forests",0.373579599
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Evergreen.Forests",0.378736462
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Evergreen.Forests",0.382618569
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Evergreen.Forests",0.392911389
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Evergreen.Forests",0.397183643
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Evergreen.Forests",0.463056359
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Dry.Beans",0.013528198
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Dry.Beans",0.014686101
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Dry.Beans",0.014616276
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Dry.Beans",0.011664531
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Dry.Beans",0.010947984
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Dry.Beans",0.011815071
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Dry.Beans",0.015433237
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Dry.Beans",0.014548957
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Fallow.Idle.Cropland",1.31848e-05
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Fallow.Idle.Cropland",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Fallow.Idle.Cropland",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Fallow.Idle.Cropland",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Fallow.Idle.Cropland",2.67536e-05
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Fallow.Idle.Cropland",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Fallow.Idle.Cropland",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Fallow.Idle.Cropland",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Developed.Low.Intensity",0.198683264
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Developed.Low.Intensity",0.196119378
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Developed.Low.Intensity",0.208519552
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Developed.Low.Intensity",0.199120236
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Developed.Low.Intensity",0.167350119
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Developed.Low.Intensity",0.122444554
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Developed.Low.Intensity",0.126456982
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Developed.Low.Intensity",0.105459559
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Grassland.Herbaceous",0.000313251
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Grassland.Herbaceous",0.000349889
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Grassland.Herbaceous",0.000123213
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Grassland.Herbaceous",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Grassland.Herbaceous",0.000227426
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Grassland.Herbaceous",0.001062068
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Grassland.Herbaceous",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Grassland.Herbaceous",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Shrubland",0.001923819
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Shrubland",0.001787496
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Shrubland",0.001590372
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Shrubland",0.001678509
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Shrubland",0.002327653
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Shrubland",0.000595503
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Shrubland",0.001617128
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Shrubland",0.0006745
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Oats",0.009126879
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Oats",0.007240812
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Oats",0.006137098
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Oats",0.005504413
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Oats",0.003079939
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Oats",0.004004185
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Oats",0.002187502
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Oats",0.005931813
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Herbaceous.Wetlands",0.006456387
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Herbaceous.Wetlands",0.005374072
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Herbaceous.Wetlands",0.004290968
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Herbaceous.Wetlands",0.004237729
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Herbaceous.Wetlands",0.002426364
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Herbaceous.Wetlands",0.00034273
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Herbaceous.Wetlands",0.000720226
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Herbaceous.Wetlands",0.000251869
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Sod.Grass.Seed",0.005313181
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Sod.Grass.Seed",0.005861168
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Sod.Grass.Seed",0.001710483
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Sod.Grass.Seed",0.000588174
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Sod.Grass.Seed",0.002285637
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Sod.Grass.Seed",0.001146061
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Sod.Grass.Seed",0.00213003
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,500,2012,19,"Sod.Grass.Seed",0.003448622
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,4000,2012,19,"Alfafa",4.41754e-05
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3500,2012,19,"Alfafa",2.28566e-05
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,3000,2012,19,"Alfafa",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2500,2012,19,"Alfafa",2.07169e-05
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,2000,2012,19,"Alfafa",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1500,2012,19,"Alfafa",0
"2012_19",2012,19,"Washington","Franklin","Connell",6,"WW","5/16/12",483.35,108.1,483.3,108.1,46.68621667,-118.89775,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,1,13,0,1000,2012,19,"Alfafa",0
