,ring,Year,SiteID,Winter.Wheat,Lentils,Peas,Barley,Spring.Wheat,Pasture.Grass,Developed.Open.Space,Evergreen.Forests,Dry.Beans,Fallow.Idle.Cropland,Developed.Low.Intensity,Grassland.Herbaceous,Shrubland,Oats,Herbaceous.Wetlands,Sod.Grass.Seed,Alfafa,Deciduous.Forest,Pasture.Hay,Other.Hay.Non.Alfalfa,Developed.Med.Intensity,Apples,Open.Water,Developed.High.Intensity,Triticale,Canola,Sweet.Corn,Potatoes,Asparagus,Corn,Sugar.Beets,Watermelon,Woodly.Wetlands,Grapes,Flaxseed,Herbs,Cherries,Carrots,Other.Crops,Barren,Sunflower,Rapeseed,
492,2500,2011,61,0.124862294,0.050548715,0.003382942,0.001691471,0.41374796,0.093938659,0.035319265,0,0.272136101,0,#N/A,0.004372595,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
493,2000,2011,61,0.095882764,0.067809595,0.004954486,0,0.373594082,0.117312247,0.035291306,0,0.302512485,0,#N/A,0.002643036,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
494,1500,2011,61,0.081699806,0.068156591,0,0,0.343906182,0.139055812,0.034277796,0,0.332903814,0,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
495,1000,2011,61,0.042802802,0.07912813,0,0,0.336154488,0.209707462,0.023751139,0,0.30845598,0,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
496,500,2011,61,0.010897177,0.193784797,0,0,0.153705676,0.420002946,0.053340747,0,0.168268656,0,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
497,4000,2011,62,0.41842504,0.025940798,0.002005117,0.005681282,0.254222165,0.04304184,0.023393032,#N/A,0.223948864,0.000668372,0.000668372,0.002005117,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
498,3500,2011,62,0.460882683,0.028505024,0.002591366,0.002591366,0.190274458,0.040142715,0.024390649,#N/A,0.247166585,0.000863789,0.000863789,0.001727577,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
499,3000,2011,62,0.523286799,0.034958119,0.002348863,0.002348863,0.130675615,0.018828977,0.022938326,#N/A,0.261091144,0.001174431,0,0.002348863,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
500,2500,2011,62,0.613501817,0.014305493,0.002018794,0.003382463,0.06657583,0.021080892,0.02522434,#N/A,0.248836675,0.001691232,0,0.003382463,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
501,2000,2011,62,0.704143337,0.010756173,0,0.005285324,0.014131051,0.029361529,0.02860033,#N/A,0.19979427,0.002642662,0,0.005285324,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
502,1500,2011,62,0.781677669,0.004050139,0,0,0,0.040770863,0.024403519,#N/A,0.135002609,0.0046984,0,0.009396801,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
503,1000,2011,62,0.834614963,0,0,0,0,0.044759182,0.052490708,#N/A,0.036416304,0.010572948,0,0.021145896,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
504,500,2011,62,0.893820801,0,0,0,0,0.053214017,0,#N/A,0,0.041857463,0,0.011107718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
505,4000,2011,63,0.287092032,#N/A,#N/A,#N/A,#N/A,0.052212748,0.01019801,0.000679867,#N/A,0.444743556,#N/A,0.002039602,0.132346747,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.070687438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
506,3500,2011,63,0.300063221,#N/A,#N/A,#N/A,#N/A,0.042492426,0.010102037,0.000381255,#N/A,0.479334671,#N/A,0.001272024,0.114698812,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.051655555,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
507,3000,2011,63,0.340450992,#N/A,#N/A,#N/A,#N/A,0.027991478,0.011683495,0,#N/A,0.513254504,#N/A,0,0.086184963,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.020434568,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
508,2500,2011,63,0.352616021,#N/A,#N/A,#N/A,#N/A,0.015008523,0.015440817,0,#N/A,0.547542167,#N/A,0,0.048804717,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.020587756,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
509,2000,2011,63,0.37780616,#N/A,#N/A,#N/A,#N/A,0.009083095,0.02144649,0,#N/A,0.550664874,#N/A,0,0.02144649,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.01955289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
510,1500,2011,63,0.424978367,#N/A,#N/A,#N/A,#N/A,0.009850194,0.034630677,0,#N/A,0.501840489,#N/A,0,0.028700273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
511,1000,2011,63,0.466389826,#N/A,#N/A,#N/A,#N/A,0.010725579,0.052936387,0,#N/A,0.460873825,#N/A,0,0.009074382,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
512,500,2011,63,0.440218681,#N/A,#N/A,#N/A,#N/A,0.042920965,0.094566529,0,#N/A,0.422293824,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
513,4000,2011,64,0.312065643,0.002709939,#N/A,0.178474513,0.072382292,0.039921047,0.049982752,0.000346825,#N/A,0.183124935,#N/A,#N/A,0.013517053,0.002711455,#N/A,0.000677864,0.040492111,#N/A,#N/A,0.031835942,#N/A,#N/A,#N/A,#N/A,#N/A,0.071757629,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
514,3500,2011,64,0.285775537,0.001751227,#N/A,0.199763878,0.08765623,0.024142421,0.048263366,0,#N/A,0.211481086,#N/A,#N/A,0.013014457,0.003478231,#N/A,9.42186E-05,0.021063713,#N/A,#N/A,0.032353518,#N/A,#N/A,#N/A,#N/A,#N/A,0.071162116,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
515,3000,2011,64,0.285891877,0.000105733,#N/A,0.181517633,0.101305622,0.02532676,0.054976475,0,#N/A,0.23712966,#N/A,#N/A,0.009561503,0.001592443,#N/A,0,0.008890697,#N/A,#N/A,0.030415484,#N/A,#N/A,#N/A,#N/A,#N/A,0.063286114,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
516,2500,2011,64,0.319252728,0,#N/A,0.124737392,0.126074847,0.029144531,0.064328494,0,#N/A,0.244221008,#N/A,#N/A,0.010550586,0.001714384,#N/A,0,0.008571921,#N/A,#N/A,0.031902824,#N/A,#N/A,#N/A,#N/A,#N/A,0.039501286,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
517,2000,2011,64,0.403666715,0,#N/A,0.046546259,0.171492532,0.041806686,0.073986771,0,#N/A,0.182470647,#N/A,#N/A,0.008036517,0.002678839,#N/A,0,0.013394195,#N/A,#N/A,0.041986236,#N/A,#N/A,#N/A,#N/A,#N/A,0.013934603,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
518,1500,2011,64,0.415652025,0,#N/A,0.015391618,0.293313641,0.0714408,0.08445405,0,#N/A,0.042315243,#N/A,#N/A,0.00952544,0.00067678,#N/A,0,0.0238136,#N/A,#N/A,0.043416803,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
519,1000,2011,64,0.410034874,0,#N/A,0,0.400354763,0.068843233,0.068090719,0,#N/A,0.002304802,#N/A,#N/A,0.013367888,0,#N/A,0,0.010717688,#N/A,#N/A,0.026286033,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
520,500,2011,64,0.388939531,0,#N/A,0,0.516312842,0.083057798,0,0,#N/A,0,#N/A,#N/A,0,0,#N/A,0,0,#N/A,#N/A,0.01168983,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
521,4000,2011,65,0.312065304,0.00270994,#N/A,0.178474753,0.072382393,0.039920991,0.049982732,0.000346798,#N/A,0.183125102,#N/A,#N/A,0.013517067,0.00271146,#N/A,0.000677865,0.040492052,#N/A,#N/A,0.031835995,#N/A,#N/A,#N/A,#N/A,#N/A,0.071757548,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
522,3500,2011,65,0.285775244,0.001751234,#N/A,0.199763917,0.087656456,0.024142352,0.048263466,0,#N/A,0.211481509,#N/A,#N/A,0.013014376,0.003478234,#N/A,9.41951E-05,0.021063386,#N/A,#N/A,0.032353438,#N/A,#N/A,#N/A,#N/A,#N/A,0.071162194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
523,3000,2011,65,0.285892095,0.000105696,#N/A,0.181517259,0.101305853,0.025326818,0.054976535,0,#N/A,0.237129866,#N/A,#N/A,0.009561509,0.001592413,#N/A,0,0.00889067,#N/A,#N/A,0.030415425,#N/A,#N/A,#N/A,#N/A,#N/A,0.063285863,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
524,2500,2011,65,0.319253332,0,#N/A,0.124736588,0.126075188,0.02914464,0.064328633,0,#N/A,0.244220851,#N/A,#N/A,0.010550528,0.001714391,#N/A,0,0.008571953,#N/A,#N/A,0.031902899,#N/A,#N/A,#N/A,#N/A,#N/A,0.039500998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
525,2000,2011,65,0.403666979,0,#N/A,0.046546109,0.171493156,0.041806788,0.073986825,0,#N/A,0.182469794,#N/A,#N/A,0.008036547,0.002678849,#N/A,0,0.013394245,#N/A,#N/A,0.041986285,#N/A,#N/A,#N/A,#N/A,#N/A,0.013934424,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
526,1500,2011,65,0.415651872,0,#N/A,0.015391505,0.293314465,0.071441066,0.084453882,0,#N/A,0.042314639,#N/A,#N/A,0.009525475,0.000676728,#N/A,0,0.023813689,#N/A,#N/A,0.043416679,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
527,1000,2011,65,0.410034819,0,#N/A,0,0.400355059,0.068843349,0.068090692,0,#N/A,0.00230471,#N/A,#N/A,0.01336773,0,#N/A,0,0.010717728,#N/A,#N/A,0.026285912,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
528,500,2011,65,0.388939765,0,#N/A,0,0.516313016,0.083057582,0,0,#N/A,0,#N/A,#N/A,0,0,#N/A,0,0,#N/A,#N/A,0.011689638,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
529,4000,2011,66,0.01817372,#N/A,0.032413981,#N/A,0.09319705,0.002291103,0.010071764,#N/A,0.00600809,0.000649061,0.015529241,#N/A,0.075120079,#N/A,#N/A,#N/A,0.330038702,#N/A,#N/A,#N/A,0.003894369,0.020480125,#N/A,0.001298123,0.000649061,#N/A,0.001947184,0.200596021,#N/A,0.05798551,0.000649061,0.114728404,#N/A,0.011683106,#N/A,0.000649061,0.001298123,#N/A,#N/A,#N/A,0.000649061,#N/A,
530,3500,2011,66,0.022643273,#N/A,0.016421417,#N/A,0.083369062,0.001682817,0.00968503,#N/A,0.004207041,0.000841408,0.019352391,#N/A,0.074913296,#N/A,#N/A,#N/A,0.370812269,#N/A,#N/A,#N/A,0.00504845,0.019879264,#N/A,0.001682817,0.000841408,#N/A,0.002524225,0.231106407,#N/A,0.016716402,0.000553959,0.103997611,#N/A,0.011779716,#N/A,0,0.001100326,#N/A,#N/A,#N/A,0.000841408,#N/A,
531,3000,2011,66,0.026331612,#N/A,0.00093795,#N/A,0.060595629,0.002288005,0.011345676,#N/A,0.00457601,0.00042403,0.022115601,#N/A,0.083956867,#N/A,#N/A,#N/A,0.380157051,#N/A,#N/A,#N/A,0.006864015,0.01993157,#N/A,0.002288005,0.001144003,#N/A,0.003432008,0.280379855,#N/A,0.004530715,0,0.074762837,#N/A,0.012794557,#N/A,0,0.001144003,#N/A,#N/A,#N/A,0,#N/A,
532,2500,2011,66,0.029415407,#N/A,0,#N/A,0.029916009,0.001647413,0.012719033,#N/A,0.003165321,0,0.024851446,#N/A,0.079468801,#N/A,#N/A,#N/A,0.358093731,#N/A,#N/A,#N/A,0.009884477,0.025026043,#N/A,0.003294826,0.001647413,#N/A,0.00478946,0.366186058,#N/A,0.003102182,0,0.031965861,#N/A,0.013179108,#N/A,0,0.001647413,#N/A,#N/A,#N/A,0,#N/A,
533,2000,2011,66,0.017247479,#N/A,0,#N/A,0.012707118,0.002574192,0.015445151,#N/A,0.002574192,0,0.031467757,#N/A,0.079604128,#N/A,#N/A,#N/A,0.305868334,#N/A,#N/A,#N/A,0.015445151,0.028545079,#N/A,0.005148384,0,#N/A,0.005148384,0.455893312,#N/A,0.002574192,0,0.006886189,#N/A,0.012870959,#N/A,0,0,#N/A,#N/A,#N/A,0,#N/A,
534,1500,2011,66,0.000360668,#N/A,0,#N/A,0.002638399,0.004576667,0.027080951,#N/A,0.004576667,0,0.041353041,#N/A,0.065670564,#N/A,#N/A,#N/A,0.241849293,#N/A,#N/A,#N/A,0.027460003,0.014111273,#N/A,0.009153334,0,#N/A,0.004576667,0.54962572,#N/A,0,0,0,#N/A,0.006966751,#N/A,0,0,#N/A,#N/A,#N/A,0,#N/A,
535,1000,2011,66,0,#N/A,0,#N/A,0,0.005514883,0.031272871,#N/A,0.010299008,0,0.060287354,#N/A,0.041196033,#N/A,#N/A,#N/A,0.16190075,#N/A,#N/A,#N/A,0.003540834,0.02047658,#N/A,0.005478385,0,#N/A,0,0.649734293,#N/A,0,0,0,#N/A,0.010299008,#N/A,0,0,#N/A,#N/A,#N/A,0,#N/A,
536,500,2011,66,0,#N/A,0,#N/A,0,0,0.012192084,#N/A,0,0,0.041154215,#N/A,0.070762969,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0.028818946,#N/A,0,0,#N/A,0,0.847071785,#N/A,0,0,0,#N/A,0,#N/A,0,0,#N/A,#N/A,#N/A,0,#N/A,
537,4000,2011,67,0.588922196,0.001335746,0.00267298,0.000545002,0.16109354,0.072103411,0.017275279,0.011785889,0.003341225,0.013470272,#N/A,#N/A,0.011145389,#N/A,#N/A,0.002004735,0.000591435,0.002004735,#N/A,0.0019595,#N/A,#N/A,#N/A,#N/A,#N/A,0.109748667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
538,3500,2011,67,0.598719135,0.000863497,0.002932157,0,0.18845407,0.060866807,0.01676322,0.0083155,0.004317485,0.000816831,#N/A,#N/A,0.006717409,#N/A,#N/A,0.002590491,0,0.001497211,#N/A,0.001726994,#N/A,#N/A,#N/A,#N/A,#N/A,0.105419194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
539,3000,2011,67,0.588592049,0.001174035,0.003522105,0,0.228455472,0.052593372,0.018401427,7.70403E-06,0.005065424,0,#N/A,#N/A,0.004041689,#N/A,#N/A,0.003522105,0,0,#N/A,0.00234807,#N/A,#N/A,#N/A,#N/A,#N/A,0.092276547,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
540,2500,2011,67,0.5559172,0.001690661,0.001342657,0,0.285028779,0.039154468,0.023575472,0,0.005071982,0,#N/A,#N/A,3.23987E-05,#N/A,#N/A,0.005071982,0,0,#N/A,0.003381321,#N/A,#N/A,#N/A,#N/A,#N/A,0.079733079,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
541,2000,2011,67,0.516627842,0.00264177,0,0,0.336542586,0.038286558,0.029243355,0,0.002528239,0,#N/A,#N/A,0,#N/A,#N/A,0.007925309,0,0,#N/A,0.00264177,#N/A,#N/A,#N/A,#N/A,#N/A,0.063562571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
542,1500,2011,67,0.459240859,0.004696814,0,0,0.426411867,0.035324626,0.043619546,0,0,0,#N/A,#N/A,0,#N/A,#N/A,0.009393628,0,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,0.021312661,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
543,1000,2011,67,0.419219852,0,0,0,0.528906861,0,0.051705589,0,0,0,#N/A,#N/A,0,#N/A,#N/A,0.000167698,0,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
544,500,2011,67,0.288246987,0,0,0,0.599145582,0,0.112607431,0,0,0,#N/A,#N/A,0,#N/A,#N/A,0,0,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
545,4000,2011,68,0.206742278,0.012698818,0.00601523,0.000617,0.101827841,0.216582696,0.019805354,0.077301208,0.196501972,0.037703546,#N/A,#N/A,0.052372123,#N/A,#N/A,0.004010153,0.006683589,0.002005077,#N/A,0.058018883,#N/A,#N/A,#N/A,#N/A,#N/A,0.001114233,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
546,3500,2011,68,0.232756389,0.01554764,0.006910062,0,0.118998591,0.206434808,0.020298729,0.060664016,0.204739816,0.031518625,#N/A,#N/A,0.051855289,#N/A,#N/A,0.003455031,0.004391238,0.002591273,#N/A,0.039838491,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
547,3000,2011,68,0.266277259,0.021089985,0.009395117,0,0.157368206,0.176262188,0.022231563,0.048075387,0.201361215,0.021076611,#N/A,#N/A,0.045777032,#N/A,#N/A,0.002904101,0.003682967,0.00195666,#N/A,0.022541708,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
548,2500,2011,68,0.325252314,0.028680402,0.013529371,0,0.215348593,0.111612894,0.02283,0.043186867,0.189811665,0.012305626,#N/A,#N/A,0.035872645,#N/A,#N/A,0.000209243,0.001310738,0,#N/A,4.96414E-05,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
549,2000,2011,68,0.354421747,0.038342795,0.014466728,0,0.260937444,0.055329484,0.03022705,0.041640147,0.179120518,0.007927703,#N/A,#N/A,0.017586385,#N/A,#N/A,0,0,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
550,1500,2011,68,0.401458366,0.050906011,0.018165722,0,0.260308591,0.025245611,0.037802139,0.028351157,0.147427835,0.014094698,#N/A,#N/A,0.016239869,#N/A,#N/A,0,0,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
551,1000,2011,68,0.503006519,0.039741314,0,0,0.246312409,0.010323185,0.063435428,0.0119561,0.122445148,0.000100394,#N/A,#N/A,0.002679503,#N/A,#N/A,0,0,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
552,500,2011,68,0.671284642,0,0,0,0.154708519,0,0.10695731,0,0.067049528,0,#N/A,#N/A,0,#N/A,#N/A,0,0,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
553,4000,2011,69,0.301208706,0.055634471,0.015977632,0.001328343,0.30661124,0.1754071,0.021622123,#N/A,0.08438805,0.027859761,0.001328343,0.007970059,0.000664172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
