"site_year","Year","SiteID.x","State","County","Town","Zone","Crop","Date","cdd","cp","cdd2","cp2","Lat","Long","WDn","WLDn","TotDn","WSg","WLSg","Totsg","WRp","WlRp","TotRp","Wsa","Wlsa","TotSa","WMd","WlMd","TotMd","WRm","WlRm","TotRm","WMfc","MlMfc","TotMfc","Wse","WlSe","TotSe","WAm","WlAm","TotAm","Wri","WlRi","TotRi","TotAph.N","Nymph","TotAph","OThers","X","ring","SiteID.y","X21","X52","X53","X24","X42","X23","X62","X121","X142","X122","X171","X61","X152","X195","X59","X36","X141","X37","X181","X68","X123","X124","X28","X205","X31","X49","X12","X43","X57","X1","X206","X66","X69","X32","X207","X41","X190","X44","X131","X111","X6","X34","X176","X38","X229","X33","X35","X143","X58","X71","X242","X220","X27","X14"
"2011_52",2011,52,"Oregon","Umatilla","Pendleton",5,"SW","6/10/11",NA,NA,382.4,156.6,45.48415,-120.7181,0,0,0,0,0,0,32,1,33,44,8,52,35,1,36,0,0,0,11,2,13,0,0,0,0,0,0,0,0,0,263,21,284,1,422,1500,"2011_52",NA,NA,0,0.560429969379725,NA,0.0257263866980553,NA,0.0537765108443914,NA,0,NA,0.340649489281004,0.00860376572269522,NA,NA,0.000209770415563322,NA,0.0106041076585657,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_52",2011,52,"Oregon","Umatilla","Pendleton",5,"SW","6/10/11",NA,NA,382.4,156.6,45.48415,-120.7181,0,0,0,0,0,0,32,1,33,44,8,52,35,1,36,0,0,0,11,2,13,0,0,0,0,0,0,0,0,0,263,21,284,1,423,1000,"2011_52",NA,NA,0.0278372119815472,0.429468309662374,NA,0.0431603460637536,NA,0.171859534299429,NA,0.0536056866775517,NA,0.235642796273401,0,NA,NA,0.0139899921786088,NA,0.0110057063114381,0,NA,0.0134304165518967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_52",2011,52,"Oregon","Umatilla","Pendleton",5,"SW","6/10/11",NA,NA,382.4,156.6,45.48415,-120.7181,0,0,0,0,0,0,32,1,33,44,8,52,35,1,36,0,0,0,11,2,13,0,0,0,0,0,0,0,0,0,263,21,284,1,424,500,"2011_52",NA,NA,0.00252602128045969,0.289752600871889,NA,0.0430188286114011,NA,0.306566086960295,NA,0.140314740256816,NA,0.0430188286096176,0,NA,NA,0,NA,0,0,NA,0.174802893409522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_56",2011,56,"Washington","Walla Walla","Touchet",6,"WW","6/21/11",512.1,257.2,798.9,257.2,46.12286667,-118.6851833,0,0,0,0,0,0,0,2,2,19,31,50,4,2,6,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,144,109,253,1,449,4000,"2011_56",NA,NA,NA,0.433772867994732,NA,0.00303004292365846,0.0630668837144144,0.0085570907130668,NA,NA,NA,0.455988484394338,0.0355846302597903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_56",2011,56,"Washington","Walla Walla","Touchet",6,"WW","6/21/11",512.1,257.2,798.9,257.2,46.12286667,-118.6851833,0,0,0,0,0,0,0,2,2,19,31,50,4,2,6,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,144,109,253,1,450,3500,"2011_56",NA,NA,NA,0.449168749483969,NA,0,0.068978800493058,0.0121718456241488,NA,NA,NA,0.417985703964676,0.0516949004341483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_56",2011,56,"Washington","Walla Walla","Touchet",6,"WW","6/21/11",512.1,257.2,798.9,257.2,46.12286667,-118.6851833,0,0,0,0,0,0,0,2,2,19,31,50,4,2,6,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,144,109,253,1,451,3000,"2011_56",NA,NA,NA,0.486597311171684,NA,0,0.025645046877253,0.00847260530368094,NA,NA,NA,0.427875667831481,0.0514093688159007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_56",2011,56,"Washington","Walla Walla","Touchet",6,"WW","6/21/11",512.1,257.2,798.9,257.2,46.12286667,-118.6851833,0,0,0,0,0,0,0,2,2,19,31,50,4,2,6,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,144,109,253,1,452,2500,"2011_56",NA,NA,NA,0.481976933083393,NA,0,0.00469724005411213,0.0100662691614179,NA,NA,NA,0.480069896124508,0.0231896615765682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_56",2011,56,"Washington","Walla Walla","Touchet",6,"WW","6/21/11",512.1,257.2,798.9,257.2,46.12286667,-118.6851833,0,0,0,0,0,0,0,2,2,19,31,50,4,2,6,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,144,109,253,1,453,2000,"2011_56",NA,NA,NA,0.493310890663159,NA,0,0.0062504041027898,0.0173019528098051,NA,NA,NA,0.466243949909582,0.0168928025146638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_56",2011,56,"Washington","Walla Walla","Touchet",6,"WW","6/21/11",512.1,257.2,798.9,257.2,46.12286667,-118.6851833,0,0,0,0,0,0,0,2,2,19,31,50,4,2,6,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,144,109,253,1,454,1500,"2011_56",NA,NA,NA,0.471488769162904,NA,0.00860279892066027,0.00155358802804105,0.0289311180069636,NA,NA,NA,0.45325141576589,0.0361723101155414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_56",2011,56,"Washington","Walla Walla","Touchet",6,"WW","6/21/11",512.1,257.2,798.9,257.2,46.12286667,-118.6851833,0,0,0,0,0,0,0,2,2,19,31,50,4,2,6,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,144,109,253,1,455,1000,"2011_56",NA,NA,NA,0.518482687624905,NA,0,0.0117486848210333,0.0169730010297136,NA,NA,NA,0.421794212899579,0.0310014136247697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_56",2011,56,"Washington","Walla Walla","Touchet",6,"WW","6/21/11",512.1,257.2,798.9,257.2,46.12286667,-118.6851833,0,0,0,0,0,0,0,2,2,19,31,50,4,2,6,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,144,109,253,1,456,500,"2011_56",NA,NA,NA,0.656279383737809,NA,0,0,0.0274236940280751,NA,NA,NA,0.316296922234116,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_57",2011,57,"Oregon","Gilliam","condon",4,"WW","6/10/11",NA,NA,444.9,185.1,45.37408333,-120.4315667,0,0,0,0,0,0,1,7,8,3,3,6,0,2,2,0,0,0,5,18,23,0,0,0,0,0,0,0,0,0,78,2,80,0,457,4000,"2011_57",NA,NA,NA,0.306463081225189,NA,NA,NA,0.000629649390526706,NA,NA,NA,0.0645828448028343,0.62832442458145,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_57",2011,57,"Oregon","Gilliam","condon",4,"WW","6/10/11",NA,NA,444.9,185.1,45.37408333,-120.4315667,0,0,0,0,0,0,1,7,8,3,3,6,0,2,2,0,0,0,5,18,23,0,0,0,0,0,0,0,0,0,78,2,80,0,458,3500,"2011_57",NA,NA,NA,0.301193459817977,NA,NA,NA,0.00260934844197993,NA,NA,NA,0.0955400775685854,0.600657114171457,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_57",2011,57,"Oregon","Gilliam","condon",4,"WW","6/10/11",NA,NA,444.9,185.1,45.37408333,-120.4315667,0,0,0,0,0,0,1,7,8,3,3,6,0,2,2,0,0,0,5,18,23,0,0,0,0,0,0,0,0,0,78,2,80,0,459,3000,"2011_57",NA,NA,NA,0.343592532095212,NA,NA,NA,0,NA,NA,NA,0.072260016863268,0.583265592396045,NA,NA,0.00088185864547471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_57",2011,57,"Oregon","Gilliam","condon",4,"WW","6/10/11",NA,NA,444.9,185.1,45.37408333,-120.4315667,0,0,0,0,0,0,1,7,8,3,3,6,0,2,2,0,0,0,5,18,23,0,0,0,0,0,0,0,0,0,78,2,80,0,460,2500,"2011_57",NA,NA,NA,0.341623542410627,NA,NA,NA,0.00659870970465033,NA,NA,NA,0.0739162137817894,0.557454184039174,NA,NA,0.0204073500637593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_57",2011,57,"Oregon","Gilliam","condon",4,"WW","6/10/11",NA,NA,444.9,185.1,45.37408333,-120.4315667,0,0,0,0,0,0,1,7,8,3,3,6,0,2,2,0,0,0,5,18,23,0,0,0,0,0,0,0,0,0,78,2,80,0,461,2000,"2011_57",NA,NA,NA,0.403174249723123,NA,NA,NA,0.00992678801892504,NA,NA,NA,0.0915710158303118,0.463084742527549,NA,NA,0.0322432039000909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_57",2011,57,"Oregon","Gilliam","condon",4,"WW","6/10/11",NA,NA,444.9,185.1,45.37408333,-120.4315667,0,0,0,0,0,0,1,7,8,3,3,6,0,2,2,0,0,0,5,18,23,0,0,0,0,0,0,0,0,0,78,2,80,0,462,1500,"2011_57",NA,NA,NA,0.461026024609697,NA,NA,NA,0.0171834537968005,NA,NA,NA,0.114810477059126,0.384703239099975,NA,NA,0.0222768054344019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_57",2011,57,"Oregon","Gilliam","condon",4,"WW","6/10/11",NA,NA,444.9,185.1,45.37408333,-120.4315667,0,0,0,0,0,0,1,7,8,3,3,6,0,2,2,0,0,0,5,18,23,0,0,0,0,0,0,0,0,0,78,2,80,0,463,1000,"2011_57",NA,NA,NA,0.486788814848455,NA,NA,NA,0.0227847296721769,NA,NA,NA,0.049470818010694,0.417299693225218,NA,NA,0.023655944243456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_57",2011,57,"Oregon","Gilliam","condon",4,"WW","6/10/11",NA,NA,444.9,185.1,45.37408333,-120.4315667,0,0,0,0,0,0,1,7,8,3,3,6,0,2,2,0,0,0,5,18,23,0,0,0,0,0,0,0,0,0,78,2,80,0,464,500,"2011_57",NA,NA,NA,0.638927357719638,NA,NA,NA,0.0605217144598061,NA,NA,NA,0.0479541238541498,0.252596803966406,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_58",2011,58,"Oregon","Wasco","The Dalles",4,"WW","6/9/11",NA,NA,513.7,211.8,45.53793333,-121.0150833,0,1,1,0,0,0,1,7,8,4,0,4,0,2,2,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,66,0,66,4,465,4000,"2011_58",0.00017876529268523,NA,NA,0.341941029903102,NA,NA,NA,0.00962457756977181,NA,0.00127810362705893,0.0219925656983122,0.52225331352903,0.0571064495369366,NA,NA,0.00770760716966594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0379175876734383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_58",2011,58,"Oregon","Wasco","The Dalles",4,"WW","6/9/11",NA,NA,513.7,211.8,45.53793333,-121.0150833,0,1,1,0,0,0,1,7,8,4,0,4,0,2,2,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,66,0,66,4,466,3500,"2011_58",0.00310524089088545,NA,NA,0.332759241074961,NA,NA,NA,0.0190732394354003,NA,0.00189412882284996,0.00496454917919822,0.551906420844259,0.0333537040883388,NA,NA,0.00774691873621408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0451965569278941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_58",2011,58,"Oregon","Wasco","The Dalles",4,"WW","6/9/11",NA,NA,513.7,211.8,45.53793333,-121.0150833,0,1,1,0,0,0,1,7,8,4,0,4,0,2,2,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,66,0,66,4,467,3000,"2011_58",0.00588882184787256,NA,NA,0.343969047266132,NA,NA,NA,0.0114079962905338,NA,0,0.0157842286707261,0.59076596312853,0.0244115607662579,NA,NA,0.00645486503132093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00131751699862758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_58",2011,58,"Oregon","Wasco","The Dalles",4,"WW","6/9/11",NA,NA,513.7,211.8,45.53793333,-121.0150833,0,1,1,0,0,0,1,7,8,4,0,4,0,2,2,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,66,0,66,4,468,2500,"2011_58",0.00234218768146959,NA,NA,0.43446062862101,NA,NA,NA,0.000428826691481266,NA,0,0.000120482789061575,0.543464940496673,0.0191829337203043,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_58",2011,58,"Oregon","Wasco","The Dalles",4,"WW","6/9/11",NA,NA,513.7,211.8,45.53793333,-121.0150833,0,1,1,0,0,0,1,7,8,4,0,4,0,2,2,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,66,0,66,4,469,2000,"2011_58",0,NA,NA,0.568861327553896,NA,NA,NA,0,NA,0,0,0.401884222932322,0.0292544495137825,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_58",2011,58,"Oregon","Wasco","The Dalles",4,"WW","6/9/11",NA,NA,513.7,211.8,45.53793333,-121.0150833,0,1,1,0,0,0,1,7,8,4,0,4,0,2,2,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,66,0,66,4,470,1500,"2011_58",0,NA,NA,0.61616038122877,NA,NA,NA,0.00421238378077958,NA,0,0,0.355525580625431,0.0241016543650186,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_58",2011,58,"Oregon","Wasco","The Dalles",4,"WW","6/9/11",NA,NA,513.7,211.8,45.53793333,-121.0150833,0,1,1,0,0,0,1,7,8,4,0,4,0,2,2,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,66,0,66,4,471,1000,"2011_58",0,NA,NA,0.716605950074799,NA,NA,NA,0.0502658908247998,NA,0,0.0143094549102348,0.207621124185174,0.0111975800049925,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_58",2011,58,"Oregon","Wasco","The Dalles",4,"WW","6/9/11",NA,NA,513.7,211.8,45.53793333,-121.0150833,0,1,1,0,0,0,1,7,8,4,0,4,0,2,2,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,66,0,66,4,472,500,"2011_58",0,NA,NA,0.933153576061561,NA,NA,NA,0.0427822322770987,NA,0,0,0,0.0240641916613401,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_59",2011,59,"Washington","Benton","Prosser",6,"WW","6/22/11",408.2,117.8,722.5,118.1,46.15816667,-119.6565,9,9,18,0,0,0,0,0,0,25,98,123,3,5,8,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,304,82,386,4,473,4000,"2011_59",NA,NA,NA,0.407640535445117,NA,NA,0.221060303605275,0.00824382121208053,NA,0,NA,0.272235749615931,0.090819590121596,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_59",2011,59,"Washington","Benton","Prosser",6,"WW","6/22/11",408.2,117.8,722.5,118.1,46.15816667,-119.6565,9,9,18,0,0,0,0,0,0,25,98,123,3,5,8,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,304,82,386,4,474,3500,"2011_59",NA,NA,NA,0.510287148648641,NA,NA,0.257463712558355,0.000852793414757406,NA,0.00452908661489984,NA,0.0890037177882412,0.137863540975106,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_59",2011,59,"Washington","Benton","Prosser",6,"WW","6/22/11",408.2,117.8,722.5,118.1,46.15816667,-119.6565,9,9,18,0,0,0,0,0,0,25,98,123,3,5,8,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,304,82,386,4,475,3000,"2011_59",NA,NA,NA,0.613599588784047,NA,NA,0.187976741089798,0.00446714432917273,NA,0.00687350430998552,NA,0.111103342525208,0.0757343931743543,NA,NA,NA,NA,NA,NA,0.000245285787433925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_59",2011,59,"Washington","Benton","Prosser",6,"WW","6/22/11",408.2,117.8,722.5,118.1,46.15816667,-119.6565,9,9,18,0,0,0,0,0,0,25,98,123,3,5,8,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,304,82,386,4,476,2500,"2011_59",NA,NA,NA,0.867109377084489,NA,NA,0.015887588238372,0.0279745705008866,NA,0.00893876026680363,NA,0.0301822526055924,0.0454309002485163,NA,NA,NA,NA,NA,NA,0.00447655105534065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_59",2011,59,"Washington","Benton","Prosser",6,"WW","6/22/11",408.2,117.8,722.5,118.1,46.15816667,-119.6565,9,9,18,0,0,0,0,0,0,25,98,123,3,5,8,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,304,82,386,4,477,2000,"2011_59",NA,NA,NA,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_59",2011,59,"Washington","Benton","Prosser",6,"WW","6/22/11",408.2,117.8,722.5,118.1,46.15816667,-119.6565,9,9,18,0,0,0,0,0,0,25,98,123,3,5,8,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,304,82,386,4,478,1500,"2011_59",NA,NA,NA,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_59",2011,59,"Washington","Benton","Prosser",6,"WW","6/22/11",408.2,117.8,722.5,118.1,46.15816667,-119.6565,9,9,18,0,0,0,0,0,0,25,98,123,3,5,8,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,304,82,386,4,479,1000,"2011_59",NA,NA,NA,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_59",2011,59,"Washington","Benton","Prosser",6,"WW","6/22/11",408.2,117.8,722.5,118.1,46.15816667,-119.6565,9,9,18,0,0,0,0,0,0,25,98,123,3,5,8,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,304,82,386,4,480,500,"2011_59",NA,NA,NA,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_60",2011,60,"Washington","Lincoln","Wilbur",5,"WW","6/15/11",NA,NA,422.55,180.7,47.75981667,-118.8417333,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,12,0,12,1,481,4000,"2011_60",NA,NA,0.15817477776718,0.766830353905256,NA,NA,0.0168126854959225,0.00480366802149215,NA,NA,NA,0.0473474691518232,0.00603104565832631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_60",2011,60,"Washington","Lincoln","Wilbur",5,"WW","6/15/11",NA,NA,422.55,180.7,47.75981667,-118.8417333,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,12,0,12,1,482,3500,"2011_60",NA,NA,0.197939179476548,0.771266848742723,NA,NA,0.0070195957955482,0.00879720773199645,NA,NA,NA,0.0116665630770456,0.0033106051761381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_60",2011,60,"Washington","Lincoln","Wilbur",5,"WW","6/15/11",NA,NA,422.55,180.7,47.75981667,-118.8417333,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,12,0,12,1,483,3000,"2011_60",NA,NA,0.210821376904376,0.757964688343646,NA,NA,0.0120440956227771,0.0146786094221416,NA,NA,NA,0,0.00449122970706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_60",2011,60,"Washington","Lincoln","Wilbur",5,"WW","6/15/11",NA,NA,422.55,180.7,47.75981667,-118.8417333,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,12,0,12,1,484,2500,"2011_60",NA,NA,0.102616620304322,0.83365764431682,NA,NA,0.0316752353427579,0.00477265921844793,NA,NA,NA,0,0.0272778408176525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_60",2011,60,"Washington","Lincoln","Wilbur",5,"WW","6/15/11",NA,NA,422.55,180.7,47.75981667,-118.8417333,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,12,0,12,1,485,2000,"2011_60",NA,NA,0.000457264611769094,0.986720363662787,NA,NA,0.00576539398716504,0,NA,NA,NA,0,0.0070569777382788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
