site_year,Year,SiteID.x,State,County,Town,Zone,Crop,Date,cdd,cp,cdd2,cp2,Lat,Long,WDn,WLDn,TotDn,WSg,WLSg,Totsg,WRp,WlRp,TotRp,Wsa,Wlsa,TotSa,WMd,WlMd,TotMd,WRm,WlRm,TotRm,WMfc,MlMfc,TotMfc,Wse,WlSe,TotSe,WAm,WlAm,TotAm,Wri,WlRi,TotRi,TotAph.N,Nymph,TotAph,OThers,X,ringfinal,SiteID.y,Spring Wheat,Grass/Pasture/Non-Agricultural,Winter Wheat,Barley,Dry Beans,Peas,Lentils,Developed/Open Space,Shrubland,Grassland Herbaceous,Fallow/Idle Cropland,Developed/Low Intensity,Oats,Herbaceous Wetlands,Sod/Grass Seed,Deciduous Forest,Alfalfa,Pasture/Hay,Other Hay/Non Alfalfa,Developed/Med Intensity,Apples,Evergreen Forest,Developed/High Intensity,Triticale,Canola,Sweet Corn,Potatoes,Asparagus,Corn,Sugarbeets,Onions,Woody Wetlands,Grapes,Carrots,Cherries,Herbs,Flaxseed,Other Crops,Barren,Open Water,Sunflower,Rape Seed,Grassland/Pasture,Camelina,Pumpkins,Safflower,Mustard,Mixed Forest,Clover/Wildflowers,Other Tree Crops,Blueberries,Plums,Rye,Mint
2012_10,2012,10,Washington,Walla Walla,Prescott,6,WW,5/10/12,450.3,211.5,459,207.3,46.27481667,-118.6674333,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,12,0,12,0,34,3500,2012_10,0.005571092,NA,0.448453865,NA,0.121703159,NA,NA,0.008392105,0.062414148,NA,0,0.001748339,NA,NA,NA,NA,0.002977399,NA,0.00214577,0,0.00863625,NA,NA,NA,NA,0.083076473,0.19577691,NA,0.006718069,0.00053079,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05185563,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_10,2012,10,Washington,Walla Walla,Prescott,6,WW,5/10/12,450.3,211.5,459,207.3,46.27481667,-118.6674333,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,12,0,12,0,35,3000,2012_10,0.002489427,NA,0.428836422,NA,0.1074759,NA,NA,0.017356995,0.043495096,NA,0,0.000202285,NA,NA,NA,NA,0.01218337,NA,0.001134254,0,0,NA,NA,NA,NA,0.128942527,0.205521589,NA,0.001134465,0,0.012417928,NA,0.002276525,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036533215,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_10,2012,10,Washington,Walla Walla,Prescott,6,WW,5/10/12,450.3,211.5,459,207.3,46.27481667,-118.6674333,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,12,0,12,0,36,2500,2012_10,0.002394943,NA,0.519474832,NA,0.066955663,NA,NA,0.023717157,0.036652271,NA,0,0.001386928,NA,NA,NA,NA,0.005763816,NA,0,0,0,NA,NA,NA,NA,0.160968474,0.146834622,NA,0,0,0.009780184,NA,0.001377408,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024693702,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_10,2012,10,Washington,Walla Walla,Prescott,6,WW,5/10/12,450.3,211.5,459,207.3,46.27481667,-118.6674333,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,12,0,12,0,37,2000,2012_10,0.019366536,NA,0.499435803,NA,0.139986641,NA,NA,0.026063778,0.025818969,NA,0.002863055,0,NA,NA,NA,NA,8.63267E-05,NA,0.001783689,0,0,NA,NA,NA,NA,0.101831418,0.167506815,NA,0,0,0.001761584,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013495384,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_10,2012,10,Washington,Walla Walla,Prescott,6,WW,5/10/12,450.3,211.5,459,207.3,46.27481667,-118.6674333,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,12,0,12,0,38,1500,2012_10,0.008537077,NA,0.469185748,NA,0.099224619,NA,NA,0.05359077,0.078049559,NA,0.008485404,0.008357864,NA,NA,NA,NA,0.00487717,NA,0,0.002499379,0.004998144,NA,NA,NA,NA,0.080603484,0.104598536,NA,0,0,3.11134E-05,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076961132,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_10,2012,10,Washington,Walla Walla,Prescott,6,WW,5/10/12,450.3,211.5,459,207.3,46.27481667,-118.6674333,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,12,0,12,0,39,1000,2012_10,0.009403717,NA,0.460899055,NA,0.042708005,NA,NA,0.090260244,0.152863695,NA,0,0.013555192,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,0.095292809,0.001911795,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133105489,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_10,2012,10,Washington,Walla Walla,Prescott,6,WW,5/10/12,450.3,211.5,459,207.3,46.27481667,-118.6674333,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,12,0,12,0,40,500,2012_10,0.009422721,NA,0.47263883,NA,0.012596683,NA,NA,0.248423464,0.187159885,NA,0,0.005140724,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,0.010287839,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054329854,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_11,2012,11,Washington,Whitman,Pullman,2,WW,6/22/12,558.1,453.8,565.05,423.7,46.78236667,-117.0825167,0,0,0,0,0,0,0,0,0,27,15,42,2,3,5,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,150,6,144,1,41,4000,2012_11,0.142386039,NA,0.239737552,0.361532127,0.208000535,0,0.001690989,0.015847215,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.000845495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029960047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_11,2012,11,Washington,Whitman,Pullman,2,WW,6/22/12,558.1,453.8,565.05,423.7,46.78236667,-117.0825167,0,0,0,0,0,0,0,0,0,27,15,42,2,3,5,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,150,6,144,1,42,3500,2012_11,0.215195291,NA,0.304956897,0.210634176,0.200773827,0,0.000950759,0.023563397,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043925653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_11,2012,11,Washington,Whitman,Pullman,2,WW,6/22/12,558.1,453.8,565.05,423.7,46.78236667,-117.0825167,0,0,0,0,0,0,0,0,0,27,15,42,2,3,5,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,150,6,144,1,43,3000,2012_11,0.236188784,NA,0.276826271,0.237988425,0.209398068,0.001123977,0,0.02164255,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016831925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_11,2012,11,Washington,Whitman,Pullman,2,WW,6/22/12,558.1,453.8,565.05,423.7,46.78236667,-117.0825167,0,0,0,0,0,0,0,0,0,27,15,42,2,3,5,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,150,6,144,1,44,2500,2012_11,0.155050277,NA,0.278859738,0.245086731,0.261504169,0.00412246,0,0.032411644,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.000851532,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022113448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_11,2012,11,Washington,Whitman,Pullman,2,WW,6/22/12,558.1,453.8,565.05,423.7,46.78236667,-117.0825167,0,0,0,0,0,0,0,0,0,27,15,42,2,3,5,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,150,6,144,1,45,2000,2012_11,0.229489568,NA,0.323660763,0.177824534,0.188442244,0,0,0.044112274,NA,NA,0.001767537,NA,NA,NA,NA,NA,NA,NA,0.004207457,NA,NA,0.008067826,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022427797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_11,2012,11,Washington,Whitman,Pullman,2,WW,6/22/12,558.1,453.8,565.05,423.7,46.78236667,-117.0825167,0,0,0,0,0,0,0,0,0,27,15,42,2,3,5,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,150,6,144,1,46,1500,2012_11,0.383184848,NA,0.169604814,0.052538455,0.329780853,0.001646718,0,0.013393277,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.035299801,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014551234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_11,2012,11,Washington,Whitman,Pullman,2,WW,6/22/12,558.1,453.8,565.05,423.7,46.78236667,-117.0825167,0,0,0,0,0,0,0,0,0,27,15,42,2,3,5,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,150,6,144,1,47,1000,2012_11,0.554001718,NA,0.086724743,0.011978364,0.217308439,0.005518835,0,0.049041564,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.071041142,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004385195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_11,2012,11,Washington,Whitman,Pullman,2,WW,6/22/12,558.1,453.8,565.05,423.7,46.78236667,-117.0825167,0,0,0,0,0,0,0,0,0,27,15,42,2,3,5,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,150,6,144,1,48,500,2012_11,0.656914898,NA,0.230537857,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.112547245,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_13,2012,13,Oregon,Umatilla,Adams,5,WW,5/11/12,348.55,272.7,352.15,254.4,45.77583333,-118.5392667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,1,9,0,49,4000,2012_13,0.002582168,NA,0.568714364,0.007001867,NA,0.187125081,NA,0.050366076,0.017995344,NA,0.070629589,0,NA,NA,0.003958283,NA,0.041571096,NA,0.000473789,0,0.000860727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000878845,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047842772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_13,2012,13,Oregon,Umatilla,Adams,5,WW,5/11/12,348.55,272.7,352.15,254.4,45.77583333,-118.5392667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,1,9,0,50,3500,2012_13,0.000968277,NA,0.293184474,0.001856998,NA,0.338373386,NA,0.05139805,0.014502104,NA,0.156607464,0.000968186,NA,NA,0.001920208,NA,0.056109444,NA,0.002371906,0.000968299,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000948157,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079823047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_13,2012,13,Oregon,Umatilla,Adams,5,WW,5/11/12,348.55,272.7,352.15,254.4,45.77583333,-118.5392667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,1,9,0,51,3000,2012_13,0.003433234,NA,0.180055723,0,NA,0.639431498,NA,0.041159665,0.007006993,NA,0.099965748,0.011087547,NA,NA,0,NA,0.003284062,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014575531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_13,2012,13,Oregon,Umatilla,Adams,5,WW,5/11/12,348.55,272.7,352.15,254.4,45.77583333,-118.5392667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,1,9,0,52,2500,2012_13,0,NA,0.214622742,0.001399107,NA,0.682902147,NA,0.074062888,0,NA,0.02657546,0.000437656,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_13,2012,13,Oregon,Umatilla,Adams,5,WW,5/11/12,348.55,272.7,352.15,254.4,45.77583333,-118.5392667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,1,9,0,53,2000,2012_13,0,NA,0.290923492,0.008765855,NA,0.681964096,NA,0.016825243,0,NA,0.001521314,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_13,2012,13,Oregon,Umatilla,Adams,5,WW,5/11/12,348.55,272.7,352.15,254.4,45.77583333,-118.5392667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,1,9,0,54,1500,2012_13,0,NA,0.321687795,0.005368854,NA,0.672943351,NA,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_13,2012,13,Oregon,Umatilla,Adams,5,WW,5/11/12,348.55,272.7,352.15,254.4,45.77583333,-118.5392667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,1,9,0,55,1000,2012_13,0,NA,0.394882334,0.004209891,NA,0.600907775,NA,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_13,2012,13,Oregon,Umatilla,Adams,5,WW,5/11/12,348.55,272.7,352.15,254.4,45.77583333,-118.5392667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,1,9,0,56,500,2012_13,0,NA,0.441183294,0,NA,0.558816706,NA,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_14,2012,14,Idaho,Latah,Genesee,1,WW,6/25/12,625,500.2,638.95,465,46.66883333,-116.82835,0,0,0,0,0,0,1,0,1,58,29,87,2,1,3,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,224,3,227,1,57,4000,2012_14,0.135548889,NA,0.203774798,0.011581108,0.161152854,0.003841996,0.021151684,0.024458574,0.019359749,NA,0,0.004233057,0.000846556,NA,0,NA,0.002923422,NA,0.013339313,NA,NA,0.178378402,NA,NA,0.006737993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008267799,0.204403807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_14,2012,14,Idaho,Latah,Genesee,1,WW,6/25/12,625,500.2,638.95,465,46.66883333,-116.82835,0,0,0,0,0,0,1,0,1,58,29,87,2,1,3,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,224,3,227,1,58,3500,2012_14,0.18726868,NA,0.166043054,0.004170741,0.177478964,0.00806244,0.041630627,0.009977729,0.014714842,NA,0,0.000952979,0.000952741,NA,2.0582E-05,NA,0.00719066,NA,0.020434934,NA,NA,0.156572252,NA,NA,0.003598512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003928135,0.19700213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_14,2012,14,Idaho,Latah,Genesee,1,WW,6/25/12,625,500.2,638.95,465,46.66883333,-116.82835,0,0,0,0,0,0,1,0,1,58,29,87,2,1,3,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,224,3,227,1,59,3000,2012_14,0.121008175,NA,0.271693365,0.007332014,0.165774499,0.006946414,0.062874886,0.01498609,0.006158901,NA,0,0,0,NA,0.001101822,NA,0.005653087,NA,0.008464198,NA,NA,0.052872776,NA,NA,0.004757491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015632959,0.254743323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_14,2012,14,Idaho,Latah,Genesee,1,WW,6/25/12,625,500.2,638.95,465,46.66883333,-116.82835,0,0,0,0,0,0,1,0,1,58,29,87,2,1,3,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,224,3,227,1,60,2500,2012_14,0.096973693,NA,0.444861689,0.000995493,0.219888251,0.002523192,0.077417789,0.010586162,0.001139475,NA,0,0,0,NA,0,NA,0.00686018,NA,0.013267563,NA,NA,0.017584703,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.10790181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_14,2012,14,Idaho,Latah,Genesee,1,WW,6/25/12,625,500.2,638.95,465,46.66883333,-116.82835,0,0,0,0,0,0,1,0,1,58,29,87,2,1,3,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,224,3,227,1,61,2000,2012_14,0.276945212,NA,0.467801698,0.005423762,0.158176653,0,0.064126846,0.015365374,0.000305387,NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0.003542209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.008312858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_14,2012,14,Idaho,Latah,Genesee,1,WW,6/25/12,625,500.2,638.95,465,46.66883333,-116.82835,0,0,0,0,0,0,1,0,1,58,29,87,2,1,3,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,224,3,227,1,62,1500,2012_14,0.325598584,NA,0.402301849,0.015446989,0.172750161,0.004962511,0.002556637,0.023125434,0,NA,0.007444018,0,0,NA,0,NA,0.002481506,NA,0.002772137,NA,NA,0,NA,NA,0.009925641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.030634532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_14,2012,14,Idaho,Latah,Genesee,1,WW,6/25/12,625,500.2,638.95,465,46.66883333,-116.82835,0,0,0,0,0,0,1,0,1,58,29,87,2,1,3,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,224,3,227,1,63,1000,2012_14,0.344423097,NA,0.430590777,0.004098634,0.126273764,0,0.008285494,0.021263336,0,NA,0,0,0,NA,0,NA,0,NA,0.028515633,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.036549264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_14,2012,14,Idaho,Latah,Genesee,1,WW,6/25/12,625,500.2,638.95,465,46.66883333,-116.82835,0,0,0,0,0,0,1,0,1,58,29,87,2,1,3,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,224,3,227,1,64,500,2012_14,0.412031388,NA,0.462201961,0,0.025470305,0,0,0.100296346,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_15,2012,15,Washington,Spokane,Fairfield,1,WW,6/25/12,588.5,449.7,608.95,433.5,47.40391667,-117.16375,0,0,0,0,0,0,0,0,0,24,14,38,0,1,1,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,112,2,114,0,65,4000,2012_15,0.186750375,NA,0.526258392,0.117337082,0.002492812,0.002509443,0.057147485,0.047652345,0.002739585,NA,0,0,NA,NA,0.022770877,NA,0.000139391,NA,0.003198834,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031003379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_15,2012,15,Washington,Spokane,Fairfield,1,WW,6/25/12,588.5,449.7,608.95,433.5,47.40391667,-117.16375,0,0,0,0,0,0,0,0,0,24,14,38,0,1,1,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,112,2,114,0,66,3500,2012_15,0.215208657,NA,0.397333484,0.104154366,0.01187393,0.000517695,0.119362097,0.070266847,0.008421064,NA,0.000197309,0.001879914,NA,NA,0,NA,0.000783192,NA,0,0.001879919,NA,0.000404843,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38566E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067715299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_15,2012,15,Washington,Spokane,Fairfield,1,WW,6/25/12,588.5,449.7,608.95,433.5,47.40391667,-117.16375,0,0,0,0,0,0,0,0,0,24,14,38,0,1,1,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,112,2,114,0,67,3000,2012_15,0.221297528,NA,0.377038725,0.005832295,0.014868169,0.001610244,0.177459553,0.107761567,0.020854222,NA,0.000877968,0.003333241,NA,NA,0,NA,0,NA,0.001111207,0,NA,0.008410953,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001109569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058434761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_15,2012,15,Washington,Spokane,Fairfield,1,WW,6/25/12,588.5,449.7,608.95,433.5,47.40391667,-117.16375,0,0,0,0,0,0,0,0,0,24,14,38,0,1,1,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,112,2,114,0,68,2500,2012_15,0.212346951,NA,0.547961234,0,0.003528026,0.015408713,0.179975155,0.020603145,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020176776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_15,2012,15,Washington,Spokane,Fairfield,1,WW,6/25/12,588.5,449.7,608.95,433.5,47.40391667,-117.16375,0,0,0,0,0,0,0,0,0,24,14,38,0,1,1,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,112,2,114,0,69,2000,2012_15,0.197693111,NA,0.590752162,0,0.018173917,0.018099194,0.147722348,0.027559268,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_15,2012,15,Washington,Spokane,Fairfield,1,WW,6/25/12,588.5,449.7,608.95,433.5,47.40391667,-117.16375,0,0,0,0,0,0,0,0,0,24,14,38,0,1,1,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,112,2,114,0,70,1500,2012_15,0.168682823,NA,0.623425566,0,0,0.022753847,0.136273528,0.046862731,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002001506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_15,2012,15,Washington,Spokane,Fairfield,1,WW,6/25/12,588.5,449.7,608.95,433.5,47.40391667,-117.16375,0,0,0,0,0,0,0,0,0,24,14,38,0,1,1,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,112,2,114,0,71,1000,2012_15,0.086324819,NA,0.706528726,0,0,0,0.083089905,0.12292008,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00113647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_15,2012,15,Washington,Spokane,Fairfield,1,WW,6/25/12,588.5,449.7,608.95,433.5,47.40391667,-117.16375,0,0,0,0,0,0,0,0,0,24,14,38,0,1,1,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,112,2,114,0,72,500,2012_15,0,NA,0.848504711,0,0,0,0,0.127945131,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023550158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_16,2012,16,Washington,Asotin,Asotin,4,WW,5/31/12,481.9,209.3,481.95,226,46.26625,-117.2612333,0,1,1,0,0,0,0,0,0,0,0,0,2,11,13,0,0,0,45,49,94,0,0,0,0,0,0,0,0,0,216,7,223,2,73,4000,2012_16,0.001471841,NA,0.156733888,NA,NA,0,NA,0.035052945,0.111452776,NA,0.431121176,0,NA,NA,0,NA,NA,NA,NA,0.000853447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263313927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_16,2012,16,Washington,Asotin,Asotin,4,WW,5/31/12,481.9,209.3,481.95,226,46.26625,-117.2612333,0,1,1,0,0,0,0,0,0,0,0,0,2,11,13,0,0,0,45,49,94,0,0,0,0,0,0,0,0,0,216,7,223,2,74,3500,2012_16,0.001905146,NA,0.145904222,NA,NA,0,NA,0.036820201,0.068546608,NA,0.429383706,0.000959993,NA,NA,0.001919526,NA,NA,NA,NA,0.000959993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313600606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
