site_year,Year,Date,CDD,CP,PrecipZone,ringfinal,Lat,Long,Spring Wheat,Winter Wheat,allwheat,Fallow,AllCereal ,AllGrasslands,AllLegumes,LULCRich,LULCSimD,LULCeven,AphRich,AphSimD,AphAbund,Apheven,TotAph,Mfc,TotAphNoMfc,RelAbundMfc,month,JulianDate,TotDn,Totsg,TotRp,TotSa,TotMd,TotRm,TotMfc,TotSe,TotAm,TotRi
2011_65,2011,7/11/2011,611.35,443.6,High,2000,46.13781667,-116.2165167,0.020721601,0.380020714,0.400742315,0.326137332,0.159365113,0.004429687,0.000627131,11,0.729074841,0.658644236,2,0.18,20,0.468657613,28,present,26,7.142857143,July,192,0,0,0,18,0,0,2,0,0,0
2011_65,2011,7/11/2011,611.35,443.6,High,2500,46.13781667,-116.2165167,0.043407737,0.161541715,0.204949452,0.356573021,0.280395493,0.006913739,0,9,0.762541844,0.754650408,2,0.18,20,0.468657613,28,present,26,7.142857143,July,192,0,0,0,18,0,0,2,0,0,0
2011_65,2011,7/11/2011,611.35,443.6,High,3000,46.13781667,-116.2165167,0.043669864,0.204449008,0.248118872,0.232936781,0.334114435,0.015126403,0.016222425,12,0.79095165,0.723448866,2,0.18,20,0.468657613,28,present,26,7.142857143,July,192,0,0,0,18,0,0,2,0,0,0
2011_65,2011,7/11/2011,611.35,443.6,High,3500,46.13781667,-116.2165167,0.052326812,0.279743514,0.332070326,0.153271505,0.302334388,0.02746729,0.06124626,13,0.818797486,0.771522475,2,0.18,20,0.468657613,28,present,26,7.142857143,July,192,0,0,0,18,0,0,2,0,0,0
2011_65,2011,7/11/2011,611.35,443.6,High,4000,46.13781667,-116.2165167,0.021694373,0.438330257,0.46002463,0.086344447,0.129947369,0.091729535,0.095863396,14,0.766396801,0.716938858,2,0.18,20,0.468657613,28,present,26,7.142857143,July,192,0,0,0,18,0,0,2,0,0,0
2011_66,2011,6/16/2011,615.35,105,low,500,47.07195,-119.7769167,0,0,0,0,0,0,0,5,0.157055899,0.212379911,2,0.231111111,15,0.566101253,20,absent,20,0,June,167,0,0,2,13,0,0,0,0,0,0
2011_66,2011,6/16/2011,615.35,105,low,1000,47.07195,-119.7769167,0,0,0,0,0,0.007712963,0.167963636,11,0.570165862,0.546252459,2,0.231111111,15,0.566101253,20,absent,20,0,June,167,0,0,2,13,0,0,0,0,0,0
2011_66,2011,6/16/2011,615.35,105,low,1500,47.07195,-119.7769167,0.005790595,0,0.005790595,0,0,0.003990074,0.288061435,13,0.662085676,0.563066118,2,0.231111111,15,0.566101253,20,absent,20,0,June,167,0,0,2,13,0,0,0,0,0,0
2011_66,2011,6/16/2011,615.35,105,low,2000,47.07195,-119.7769167,0.011789537,0.02899657,0.040786107,0,0,0,0.391172229,13,0.710370596,0.609941932,2,0.231111111,15,0.566101253,20,absent,20,0,June,167,0,0,2,13,0,0,0,0,0,0
2011_66,2011,6/16/2011,615.35,105,low,2500,47.07195,-119.7769167,0.057019743,0.047803385,0.104823128,0,0.00477771,0,0.451590429,15,0.735843027,0.645973239,2,0.231111111,15,0.566101253,20,absent,20,0,June,167,0,0,2,13,0,0,0,0,0,0
2011_66,2011,6/16/2011,615.35,105,low,3000,47.07195,-119.7769167,0.108924021,0.032342688,0.141266709,0.001788766,0,0.001769152,0.446907131,17,0.751115165,0.62972017,2,0.231111111,15,0.566101253,20,absent,20,0,June,167,0,0,2,13,0,0,0,0,0,0
2011_66,2011,6/16/2011,615.35,105,low,3500,47.07195,-119.7769167,0.141068624,0.010500747,0.151569371,0.001792881,0,0.001809474,0.413300393,18,0.802613614,0.675826166,2,0.231111111,15,0.566101253,20,absent,20,0,June,167,0,0,2,13,0,0,0,0,0,0
2011_66,2011,6/16/2011,615.35,105,low,4000,47.07195,-119.7769167,0.123510517,0.004464088,0.127974605,0,0,0.002989132,0.280547943,17,0.862914325,0.762064883,2,0.231111111,15,0.566101253,20,absent,20,0,June,167,0,0,2,13,0,0,0,0,0,0
2011_68,2011,7/11/2011,613,442.9,High,500,46.2902,-116.76545,0.199538563,0.641578154,0.841116717,0,0,0,0.053519751,4,0.534595997,0.721323811,4,0.594517958,46,0.762077927,46,present,36,21.73913043,July,192,0,0,1,26,9,0,10,0,0,0
2011_68,2011,7/11/2011,613,442.9,High,1000,46.2902,-116.76545,0.280311737,0.443141056,0.723452793,0,0,0.014390242,0.183697497,8,0.700965408,0.702039216,4,0.594517958,46,0.762077927,46,present,36,21.73913043,July,192,0,0,1,26,9,0,10,0,0,0
2011_68,2011,7/11/2011,613,442.9,High,1500,46.2902,-116.76545,0.276772126,0.319881773,0.596653899,0.025857505,0,0.042848554,0.248323093,10,0.787150838,0.79077288,4,0.594517958,46,0.762077927,46,present,36,21.73913043,July,192,0,0,1,26,9,0,10,0,0,0
2011_68,2011,7/11/2011,613,442.9,High,2000,46.2902,-116.76545,0.263029737,0.293180632,0.556210369,0,0,0.092505434,0.248124954,9,0.784054989,0.784353705,4,0.594517958,46,0.762077927,46,present,36,21.73913043,July,192,0,0,1,26,9,0,10,0,0,0
2011_68,2011,7/11/2011,613,442.9,High,2500,46.2902,-116.76545,0.135060599,0.277713703,0.412774302,0.019207122,0.000245329,0.208870063,0.232924851,13,0.811505943,0.724148907,4,0.594517958,46,0.762077927,46,present,36,21.73913043,July,192,0,0,1,26,9,0,10,0,0,0
2011_68,2011,7/11/2011,613,442.9,High,3000,46.2902,-116.76545,0.026735501,0.130394204,0.157129705,0.040649443,0.076261369,0.331247819,0.240271148,13,0.805892572,0.758893316,4,0.594517958,46,0.762077927,46,present,36,21.73913043,July,192,0,0,1,26,9,0,10,0,0,0
2011_68,2011,7/11/2011,613,442.9,High,3500,46.2902,-116.76545,0.010438967,0.144893648,0.155332615,0.060635204,0.092631629,0.283275095,0.222771149,13,0.826311781,0.764397363,4,0.594517958,46,0.762077927,46,present,36,21.73913043,July,192,0,0,1,26,9,0,10,0,0,0
2011_68,2011,7/11/2011,613,442.9,High,4000,46.2902,-116.76545,0.044562479,0.110719103,0.155281582,0.060289956,0.124492379,0.245324255,0.200489471,15,0.853610236,0.782629197,4,0.594517958,46,0.762077927,46,present,36,21.73913043,July,192,0,0,1,26,9,0,10,0,0,0
2011_7,2011,6/22/2011,811.2,256.6,Medium,500,46.23008333,-118.6185167,0.043530906,0.454384575,0.497915481,0,0,0.331412585,0,4,0.652676508,0.838502671,5,0.382340691,49,0.503872989,49,present,47,4.081632653,June,173,0,0,1,38,5,0,2,3,0,0
2011_7,2011,6/22/2011,811.2,256.6,Medium,1000,46.23008333,-118.6185167,0.03953309,0.459937159,0.499470249,0,0,0.393494651,0,6,0.627306426,0.666791979,5,0.382340691,49,0.503872989,49,present,47,4.081632653,June,173,0,0,1,38,5,0,2,3,0,0
2011_7,2011,6/22/2011,811.2,256.6,Medium,1500,46.23008333,-118.6185167,0.019394285,0.472017647,0.491411932,0,0,0.432951747,0,6,0.59170186,0.59449765,5,0.382340691,49,0.503872989,49,present,47,4.081632653,June,173,0,0,1,38,5,0,2,3,0,0
2011_7,2011,6/22/2011,811.2,256.6,Medium,2000,46.23008333,-118.6185167,0.024970667,0.478844837,0.503815504,0,0,0.464439115,0,6,0.554883749,0.524571096,5,0.382340691,49,0.503872989,49,present,47,4.081632653,June,173,0,0,1,38,5,0,2,3,0,0
2011_7,2011,6/22/2011,811.2,256.6,Medium,2500,46.23008333,-118.6185167,0.021759577,0.486810152,0.508569729,0,0,0.47739292,0,5,0.534516568,0.530931376,5,0.382340691,49,0.503872989,49,present,47,4.081632653,June,173,0,0,1,38,5,0,2,3,0,0
2011_7,2011,6/22/2011,811.2,256.6,Medium,3000,46.23008333,-118.6185167,0.032113301,0.473627028,0.505740329,0,0,0.454623436,0,5,0.567087579,0.606248293,5,0.382340691,49,0.503872989,49,present,47,4.081632653,June,173,0,0,1,38,5,0,2,3,0,0
2011_7,2011,6/22/2011,811.2,256.6,Medium,3500,46.23008333,-118.6185167,0.015398293,0.484674697,0.50007299,0.000150265,0,0.449799436,0,6,0.561188559,0.534857293,5,0.382340691,49,0.503872989,49,present,47,4.081632653,June,173,0,0,1,38,5,0,2,3,0,0
2011_7,2011,6/22/2011,811.2,256.6,Medium,4000,46.23008333,-118.6185167,0.010627447,0.508352291,0.518979738,0.00287913,0,0.419851998,0,6,0.562927696,0.540991402,5,0.382340691,49,0.503872989,49,present,47,4.081632653,June,173,0,0,1,38,5,0,2,3,0,0
2011_70,2011,7/5/2011,588.85,423,High,500,46.47221667,-117.0830167,0.393239248,0.445232787,0.838472035,0,0,0,0,3,0.621039376,0.92976977,3,0.587809917,88,0.874590293,88,present,78,11.36363636,July,186,0,0,0,44,34,0,10,0,0,0
2011_70,2011,7/5/2011,588.85,423,High,1000,46.47221667,-117.0830167,0.652522894,0.300623932,0.953146826,0,0,0,0,3,0.481643903,0.712766521,3,0.587809917,88,0.874590293,88,present,78,11.36363636,July,186,0,0,0,44,34,0,10,0,0,0
2011_70,2011,7/5/2011,588.85,423,High,1500,46.47221667,-117.0830167,0.925034528,0.039746263,0.964780791,0,0,0.008619229,0,4,0.141949507,0.243570681,3,0.587809917,88,0.874590293,88,present,78,11.36363636,July,186,0,0,0,44,34,0,10,0,0,0
2011_70,2011,7/5/2011,588.85,423,High,2000,46.47221667,-117.0830167,0.691832352,0.223849784,0.915682136,0,0,0.036515801,0,5,0.468153294,0.543291832,3,0.587809917,88,0.874590293,88,present,78,11.36363636,July,186,0,0,0,44,34,0,10,0,0,0
2011_70,2011,7/5/2011,588.85,423,High,2500,46.47221667,-117.0830167,0.470219633,0.440876846,0.911096479,0.00941685,9.41E-05,0.060333826,0.002708083,7,0.580517606,0.520726364,3,0.587809917,88,0.874590293,88,present,78,11.36363636,July,186,0,0,0,44,34,0,10,0,0,0
2011_70,2011,7/5/2011,588.85,423,High,3000,46.47221667,-117.0830167,0.229681536,0.428328231,0.658009767,0.119438955,0.003835344,0.159133799,0.032333375,9,0.723918235,0.683100367,3,0.587809917,88,0.874590293,88,present,78,11.36363636,July,186,0,0,0,44,34,0,10,0,0,0
2011_70,2011,7/5/2011,588.85,423,High,3500,46.47221667,-117.0830167,0.121284095,0.409191019,0.530475114,0.156482823,0,0.200587493,0.088181336,10,0.756264242,0.728856278,3,0.587809917,88,0.874590293,88,present,78,11.36363636,July,186,0,0,0,44,34,0,10,0,0,0
2011_70,2011,7/5/2011,588.85,423,High,4000,46.47221667,-117.0830167,0.112400447,0.339838946,0.452239393,0.114873511,0.014269989,0.203515766,0.199511823,11,0.802665078,0.775646685,3,0.587809917,88,0.874590293,88,present,78,11.36363636,July,186,0,0,0,44,34,0,10,0,0,0
2011_72,2011,7/7/2011,825.3,412.6,High,500,46.50266667,-116.7961167,0,0.991870385,0.991870385,0,0,0,0,2,0.016127049,0.068072302,3,0.411428571,35,0.667660223,41,present,38,7.317073171,July,188,0,0,0,26,6,0,3,0,0,0
2011_72,2011,7/7/2011,825.3,412.6,High,1000,46.50266667,-116.7961167,0,0.9739059,0.9739059,0,0.014390271,0,0,3,0.05116324,0.126338798,3,0.411428571,35,0.667660223,41,present,38,7.317073171,July,188,0,0,0,26,6,0,3,0,0,0
2011_72,2011,7/7/2011,825.3,412.6,High,1500,46.50266667,-116.7961167,0,0.852120063,0.852120063,0,0.006712698,0.118499818,0,6,0.259624214,0.29734648,3,0.411428571,35,0.667660223,41,present,38,7.317073171,July,188,0,0,0,26,6,0,3,0,0,0
2011_72,2011,7/7/2011,825.3,412.6,High,2000,46.50266667,-116.7961167,0,0.700756354,0.700756354,0,0.005506699,0.241264996,0.010137667,9,0.450049185,0.388991493,3,0.411428571,35,0.667660223,41,present,38,7.317073171,July,188,0,0,0,26,6,0,3,0,0,0
2011_72,2011,7/7/2011,825.3,412.6,High,2500,46.50266667,-116.7961167,0.023078247,0.56540951,0.588487757,0,0.004575266,0.278899043,0.116134616,9,0.591756898,0.526699699,3,0.411428571,35,0.667660223,41,present,38,7.317073171,July,188,0,0,0,26,6,0,3,0,0,0
2011_72,2011,7/7/2011,825.3,412.6,High,3000,46.50266667,-116.7961167,0.049761984,0.342473572,0.392235556,0,0.011458378,0.31006557,0.258175031,12,0.735243399,0.629016527,3,0.411428571,35,0.667660223,41,present,38,7.317073171,July,188,0,0,0,26,6,0,3,0,0,0
2011_72,2011,7/7/2011,825.3,412.6,High,3500,46.50266667,-116.7961167,0.009873929,0.234571326,0.244445255,0,0.001458468,0.317718149,0.407607013,13,0.699740808,0.541273106,3,0.411428571,35,0.667660223,41,present,38,7.317073171,July,188,0,0,0,26,6,0,3,0,0,0
2011_72,2011,7/7/2011,825.3,412.6,High,4000,46.50266667,-116.7961167,0.022698722,0.143231572,0.165930294,0.005907657,0.019907307,0.433069061,0.301882847,15,0.713202446,0.586857169,3,0.411428571,35,0.667660223,41,present,38,7.317073171,July,188,0,0,0,26,6,0,3,0,0,0
2011_9,2011,7/14/2011,673.65,422.4,High,500,46.78195,-117.0796667,0.37230324,0.322149107,0.694452347,0,0.009670406,0,0.295877247,5,0.712341395,0.83140532,4,0.273779369,214,0.411687315,214,present,205,4.205607477,July,195,0,0,4,181,20,0,9,0,0,0
2011_9,2011,7/14/2011,673.65,422.4,High,1000,46.78195,-117.0796667,0.354539089,0.208970988,0.563510077,0,0.037723035,0.014390345,0.373068325,9,0.768652856,0.745565939,4,0.273779369,214,0.411687315,214,present,205,4.205607477,July,195,0,0,4,181,20,0,9,0,0,0
2011_9,2011,7/14/2011,673.65,422.4,High,1500,46.78195,-117.0796667,0.298760995,0.181755943,0.480516938,0,0.028953458,0.049549741,0.415840913,9,0.775969659,0.758405719,4,0.273779369,214,0.411687315,214,present,205,4.205607477,July,195,0,0,4,181,20,0,9,0,0,0
2011_9,2011,7/14/2011,673.65,422.4,High,2000,46.78195,-117.0796667,0.363092195,0.248959198,0.612051393,0.003450444,0.013478564,0.034115219,0.266095945,9,0.74819013,0.721583576,4,0.273779369,214,0.411687315,214,present,205,4.205607477,July,195,0,0,4,181,20,0,9,0,0,0
2011_9,2011,7/14/2011,673.65,422.4,High,2500,46.78195,-117.0796667,0.382891477,0.272338231,0.655229708,0.002100358,0.002900534,0.029302605,0.27704392,8,0.714193358,0.67989113,4,0.273779369,214,0.411687315,214,present,205,4.205607477,July,195,0,0,4,181,20,0,9,0,0,0
2011_9,2011,7/14/2011,673.65,422.4,High,3000,46.78195,-117.0796667,0.361511582,0.321369212,0.682880794,0,0,0.032802256,0.258715737,8,0.711704035,0.667266557,4,0.273779369,214,0.411687315,214,present,205,4.205607477,July,195,0,0,4,181,20,0,9,0,0,0
2011_9,2011,7/14/2011,673.65,422.4,High,3500,46.78195,-117.0796667,0.305121201,0.38862432,0.693745521,0.00013181,0.003309789,0.012582121,0.273450972,10,0.705728529,0.610979433,4,0.273779369,214,0.411687315,214,present,205,4.205607477,July,195,0,0,4,181,20,0,9,0,0,0
2011_9,2011,7/14/2011,673.65,422.4,High,4000,46.78195,-117.0796667,0.278976954,0.397723686,0.67670064,0.002841707,0.007248155,0.030756459,0.273023066,10,0.71903333,0.636069725,4,0.273779369,214,0.411687315,214,present,205,4.205607477,July,195,0,0,4,181,20,0,9,0,0,0
2012_10,2012,5/10/2012,459,207.3,Medium,500,46.27481667,-118.6674333,0.009422721,0.47263883,0.482061551,0,0,0.054329854,0.012596683,8,0.676538033,0.646908006,2,0.5,6,0.999279352,6,present,3,50,May,131,0,0,0,3,0,0,3,0,0,0
2012_10,2012,5/10/2012,459,207.3,Medium,1000,46.27481667,-118.6674333,0.009403717,0.460899055,0.470302772,0,0,0.133105489,0.042708005,9,0.727160248,0.729271894,2,0.5,6,0.999279352,6,present,3,50,May,131,0,0,0,3,0,0,3,0,0,0
2012_10,2012,5/10/2012,459,207.3,Medium,1500,46.27481667,-118.6674333,0.008537077,0.469185748,0.477722825,0.008485404,0,0.076961132,0.10410179,14,0.737424952,0.668986951,2,0.5,6,0.999279352,6,present,3,50,May,131,0,0,0,3,0,0,3,0,0,0
2012_10,2012,5/10/2012,459,207.3,Medium,2000,46.27481667,-118.6674333,0.019366536,0.499435803,0.518802339,0.002863055,0.001783689,0.013495384,0.140072967,12,0.690621814,0.610827221,2,0.5,6,0.999279352,6,present,3,50,May,131,0,0,0,3,0,0,3,0,0,0
2012_10,2012,5/10/2012,459,207.3,Medium,2500,46.27481667,-118.6674333,0.002394943,0.519474832,0.521869775,0,0,0.024693702,0.072719479,12,0.675537481,0.606002793,2,0.5,6,0.999279352,6,present,3,50,May,131,0,0,0,3,0,0,3,0,0,0
2012_10,2012,5/10/2012,459,207.3,Medium,3000,46.27481667,-118.6674333,0.002489427,0.428836422,0.431325849,0,0.001134254,0.036533215,0.119659271,14,0.741838556,0.634234381,2,0.5,6,0.999279352,6,present,3,50,May,131,0,0,0,3,0,0,3,0,0,0
2012_10,2012,5/10/2012,459,207.3,Medium,3500,46.27481667,-118.6674333,0.005571092,0.448453865,0.454024957,0,0.00214577,0.05185563,0.124680559,14,0.732024651,0.628163712,2,0.5,6,0.999279352,6,present,3,50,May,131,0,0,0,3,0,0,3,0,0,0
2012_10,2012,5/10/2012,459,207.3,Medium,4000,46.27481667,-118.6674333,0.000851549,0.471793067,0.472644616,0,0.000650487,0.038003095,0.09935249,16,0.705226816,0.572943321,2,0.5,6,0.999279352,6,present,3,50,May,131,0,0,0,3,0,0,3,0,0,0
2012_11,2012,6/22/2012,565.05,423.7,High,500,46.78236667,-117.0825167,0.656914898,0.230537857,0.887452755,0,0,0,0,3,0.502648231,0.782713769,3,0.517733564,68,0.775639756,74,present,53,28.37837838,June,174,0,0,0,42,5,0,21,0,0,0
2012_11,2012,6/22/2012,565.05,423.7,High,1000,46.78236667,-117.0825167,0.554001718,0.086724743,0.640726461,0,0.011978364,0.004385195,0.222827275,8,0.63069287,0.630985117,3,0.517733564,68,0.775639756,74,present,53,28.37837838,June,174,0,0,0,42,5,0,21,0,0,0
2012_11,2012,6/22/2012,565.05,423.7,High,1500,46.78236667,-117.0825167,0.383184848,0.169604814,0.552789662,0,0.052538455,0.014551234,0.331427571,8,0.711247973,0.691022238,3,0.517733564,68,0.775639756,74,present,53,28.37837838,June,174,0,0,0,42,5,0,21,0,0,0
2012_11,2012,6/22/2012,565.05,423.7,High,2000,46.78236667,-117.0825167,0.229489568,0.323660763,0.553150331,0.001767537,0.182031991,0.022427797,0.188442244,9,0.772911389,0.737458361,3,0.517733564,68,0.775639756,74,present,53,28.37837838,June,174,0,0,0,42,5,0,21,0,0,0
2012_11,2012,6/22/2012,565.05,423.7,High,2500,46.78236667,-117.0825167,0.155050277,0.278859738,0.433910015,0,0.245938263,0.022113448,0.265626629,8,0.768187483,0.752371314,3,0.517733564,68,0.775639756,74,present,53,28.37837838,June,174,0,0,0,42,5,0,21,0,0,0
2012_11,2012,6/22/2012,565.05,423.7,High,3000,46.78236667,-117.0825167,0.236188784,0.276826271,0.513015055,0,0.237988425,0.016831925,0.210522045,7,0.766343056,0.783521325,3,0.517733564,68,0.775639756,74,present,53,28.37837838,June,174,0,0,0,42,5,0,21,0,0,0
2012_11,2012,6/22/2012,565.05,423.7,High,3500,46.78236667,-117.0825167,0.215195291,0.304956897,0.520152188,0,0.210634176,0.043925653,0.201724586,7,0.773529791,0.809539677,3,0.517733564,68,0.775639756,74,present,53,28.37837838,June,174,0,0,0,42,5,0,21,0,0,0
2012_11,2012,6/22/2012,565.05,423.7,High,4000,46.78236667,-117.0825167,0.142386039,0.239737552,0.382123591,0,0.361532127,0.029960047,0.209691524,8,0.747130107,0.72222782,3,0.517733564,68,0.775639756,74,present,53,28.37837838,June,174,0,0,0,42,5,0,21,0,0,0
2012_13,2012,5/11/2012,352.15,254.4,Medium,500,45.77583333,-118.5392667,0,0.441183294,0.441183294,0,0,0,0.558816706,2,0.49308119,0.989281681,3,0.625,4,0.946107617,5,present,3,40,May,132,0,0,1,0,1,0,2,0,0,0
2012_13,2012,5/11/2012,352.15,254.4,Medium,1000,45.77583333,-118.5392667,0,0.394882334,0.394882334,0,0.004209891,0,0.600907775,3,0.482960065,0.633326985,3,0.625,4,0.946107617,5,present,3,40,May,132,0,0,1,0,1,0,2,0,0,0
2012_13,2012,5/11/2012,352.15,254.4,Medium,1500,45.77583333,-118.5392667,0,0.321687795,0.321687795,0,0.005368854,0,0.672943351,3,0.443635384,0.600086618,3,0.625,4,0.946107617,5,present,3,40,May,132,0,0,1,0,1,0,2,0,0,0
2012_13,2012,5/11/2012,352.15,254.4,Medium,2000,45.77583333,-118.5392667,0,0.290923492,0.290923492,0.001521314,0.008765855,0,0.681964096,5,0.44992625,0.459957661,3,0.625,4,0.946107617,5,present,3,40,May,132,0,0,1,0,1,0,2,0,0,0
2012_13,2012,5/11/2012,352.15,254.4,Medium,2500,45.77583333,-118.5392667,0,0.214622742,0.214622742,0.02657546,0.001399107,0,0.682902147,6,0.481388021,0.498068421,3,0.625,4,0.946107617,5,present,3,40,May,132,0,0,1,0,1,0,2,0,0,0
2012_13,2012,5/11/2012,352.15,254.4,Medium,3000,45.77583333,-118.5392667,0.003433234,0.180055723,0.183488957,0.099965748,0,0.014575531,0.64271556,9,0.546612978,0.519145124,3,0.625,4,0.946107617,5,present,3,40,May,132,0,0,1,0,1,0,2,0,0,0
2012_13,2012,5/11/2012,352.15,254.4,Medium,3500,45.77583333,-118.5392667,0.000968277,0.293184474,0.294152751,0.156607464,0.006149111,0.079823047,0.394482831,14,0.762631886,0.628572646,3,0.625,4,0.946107617,5,present,3,40,May,132,0,0,1,0,1,0,2,0,0,0
2012_13,2012,5/11/2012,352.15,254.4,Medium,4000,45.77583333,-118.5392667,0.002582168,0.568714364,0.571296532,0.070629589,0.011433938,0.047842772,0.228696177,13,0.629608878,0.549759276,3,0.625,4,0.946107617,5,present,3,40,May,132,0,0,1,0,1,0,2,0,0,0
2012_14,2012,6/25/2012,638.95,465,High,500,46.66883333,-116.82835,0.412031388,0.462201961,0.874233349,0,0,0,0.025470305,4,0.605891389,0.754510442,4,0.36065051,112,0.468192872,115,present,94,18.26086957,June,177,0,0,1,87,3,0,21,0,0,0
2012_14,2012,6/25/2012,638.95,465,High,1000,46.66883333,-116.82835,0.344423097,0.430590777,0.775013874,0,0.032614267,0.036549264,0.134559258,8,0.677332681,0.65289444,4,0.36065051,112,0.468192872,115,present,94,18.26086957,June,177,0,0,1,87,3,0,21,0,0,0
2012_14,2012,6/25/2012,638.95,465,High,1500,46.66883333,-116.82835,0.325598584,0.402301849,0.727900433,0.007444018,0.018219126,0.030634532,0.182750816,12,0.700385359,0.582848332,4,0.36065051,112,0.468192872,115,present,94,18.26086957,June,177,0,0,1,87,3,0,21,0,0,0
2012_14,2012,6/25/2012,638.95,465,High,2000,46.66883333,-116.82835,0.276945212,0.467801698,0.74474691,0,0.005423762,0.008312858,0.2223035,9,0.674983558,0.606890599,4,0.36065051,112,0.468192872,115,present,94,18.26086957,June,177,0,0,1,87,3,0,21,0,0,0
2012_14,2012,6/25/2012,638.95,465,High,2500,46.66883333,-116.82835,0.096973693,0.444861689,0.541835382,0,0.014263056,0.10790181,0.306689412,12,0.726053988,0.643224012,4,0.36065051,112,0.468192872,115,present,94,18.26086957,June,177,0,0,1,87,3,0,21,0,0,0
2012_14,2012,6/25/2012,638.95,465,High,3000,46.66883333,-116.82835,0.121008175,0.271693365,0.39270154,0,0.016898035,0.254743323,0.241248886,15,0.811679247,0.70814035,4,0.36065051,112,0.468192872,115,present,94,18.26086957,June,177,0,0,1,87,3,0,21,0,0,0
2012_14,2012,6/25/2012,638.95,465,High,3500,46.66883333,-116.82835,0.18726868,0.166043054,0.353311734,0,0.025578997,0.19700213,0.23436269,17,0.839905583,0.706475911,4,0.36065051,112,0.468192872,115,present,94,18.26086957,June,177,0,0,1,87,3,0,21,0,0,0
2012_14,2012,6/25/2012,638.95,465,High,4000,46.66883333,-116.82835,0.135548889,0.203774798,0.339323687,0,0.025766977,0.204403807,0.189069955,16,0.838644143,0.728551179,4,0.36065051,112,0.468192872,115,present,94,18.26086957,June,177,0,0,1,87,3,0,21,0,0,0
2012_15,2012,6/25/2012,608.95,433.5,High,500,47.40391667,-117.16375,0,0.848504711,0.848504711,0,0,0.023550158,0,3,0.263115189,0.44656222,3,0.447066327,56,0.634159737,58,present,41,29.31034483,June,177,0,0,0,38,1,0,17,0,0,0
2012_15,2012,6/25/2012,608.95,433.5,High,1000,47.40391667,-117.16375,0.086324819,0.706528726,0.792853545,0,0,0.00113647,0.083089905,5,0.471350615,0.577144108,3,0.447066327,56,0.634159737,58,present,41,29.31034483,June,177,0,0,0,38,1,0,17,0,0,0
2012_15,2012,6/25/2012,608.95,433.5,High,1500,47.40391667,-117.16375,0.168682823,0.623425566,0.792108389,0,0,0.002001506,0.159027375,6,0.561598336,0.61851953,3,0.447066327,56,0.634159737,58,present,41,29.31034483,June,177,0,0,0,38,1,0,17,0,0,0
2012_15,2012,6/25/2012,608.95,433.5,High,2000,47.40391667,-117.16375,0.197693111,0.590752162,0.788445273,0,0,0,0.183995458,6,0.58869004,0.646426615,3,0.447066327,56,0.634159737,58,present,41,29.31034483,June,177,0,0,0,38,1,0,17,0,0,0
2012_15,2012,6/25/2012,608.95,433.5,High,2500,47.40391667,-117.16375,0.212346951,0.547961234,0.760308185,0,0,0.020176776,0.198911894,7,0.621174735,0.62191222,3,0.447066327,56,0.634159737,58,present,41,29.31034483,June,177,0,0,0,38,1,0,17,0,0,0
2012_15,2012,6/25/2012,608.95,433.5,High,3000,47.40391667,-117.16375,0.221297528,0.377038725,0.598336253,0.000877968,0.006943502,0.058434761,0.193937966,14,0.761572474,0.636012653,3,0.447066327,56,0.634159737,58,present,41,29.31034483,June,177,0,0,0,38,1,0,17,0,0,0
2012_15,2012,6/25/2012,608.95,433.5,High,3500,47.40391667,-117.16375,0.215208657,0.397333484,0.612542141,0.000197309,0.104154366,0.067715299,0.132536914,15,0.760973049,0.622714719,3,0.447066327,56,0.634159737,58,present,41,29.31034483,June,177,0,0,0,38,1,0,17,0,0,0
2012_15,2012,6/25/2012,608.95,433.5,High,4000,47.40391667,-117.16375,0.186750375,0.526258392,0.713008767,0,0.143306793,0.031003379,0.062289131,12,0.667361839,0.591872307,3,0.447066327,56,0.634159737,58,present,41,29.31034483,June,177,0,0,0,38,1,0,17,0,0,0
2012_16,2012,5/31/2012,481.95,226,Medium,500,46.26625,-117.2612333,0,0.416148712,0.416148712,0,0,0.3095746,0,4,0.69305193,0.917099122,3,0.227880658,108,0.381309296,115,present,21,81.73913043,May,152,1,0,0,0,13,0,94,0,0,0
2012_16,2012,5/31/2012,481.95,226,Medium,1000,46.26625,-117.2612333,0,0.337642336,0.337642336,0.010479264,0,0.422667488,0,5,0.676779194,0.780348749,3,0.227880658,108,0.381309296,115,present,21,81.73913043,May,152,1,0,0,0,13,0,94,0,0,0
2012_16,2012,5/31/2012,481.95,226,Medium,1500,46.26625,-117.2612333,0,0.305395971,0.305395971,0.101069004,0,0.374551211,0,5,0.727674845,0.884952305,3,0.227880658,108,0.381309296,115,present,21,81.73913043,May,152,1,0,0,0,13,0,94,0,0,0
2012_16,2012,5/31/2012,481.95,226,Medium,2000,46.26625,-117.2612333,0,0.278083839,0.278083839,0.225682479,0,0.259343384,0,6,0.763516596,0.834309358,3,0.227880658,108,0.381309296,115,present,21,81.73913043,May,152,1,0,0,0,13,0,94,0,0,0
2012_16,2012,5/31/2012,481.95,226,Medium,2500,46.26625,-117.2612333,0,0.233274012,0.233274012,0.272406305,0,0.321924322,0,6,0.748415236,0.813809648,3,0.227880658,108,0.381309296,115,present,21,81.73913043,May,152,1,0,0,0,13,0,94,0,0,0
